TORSEMIDE 5 MG,DYRON 5 MG,10 TAB,NVRON LIFE SCIENCE LTD,20,GMP0293,17.5
TORSEMIDE 5 MG,TORGET 5 MG,10 TAB,ZYDUS CADILA,34.3,GMP0293,17.5
TORSEMIDE 5 MG,TOMARIS  5 MG,10 TAB,ASTRAZENECA,20,GMP0293,17.5
TORSEMIDE 5 MG,VITATOR 5 MG,10 TAB,VITABOLIK PHARMA,20.9,GMP0293,17.5
TORSEMIDE 5 MG,LOOPSTAR  5 MG,10 TAB,KATZUNG PHARMACEUTICALS PVT LTD,30.35,GMP0293,17.5
TORSEMIDE 5 MG,MELTOR 5 MG,10 TAB,CENTAUR PHARMACEUTICALS PVT LTD,36.65,GMP0293,17.5
TORSEMIDE 5 MG,TORESA 5 MG,10 TAB,ABBOTT,27.6,GMP0293,17.5
TORSEMIDE 5 MG,SYNDITOR 5 MG,10 TAB,OSIANTE BIOTECH,29.7,GMP0293,17.5
TORSEMIDE 5 MG,TOR 5 MG,10 TAB,INTAS PHARMACEUTICALS LTD,29,GMP0293,17.5
TORSEMIDE 5 MG,TORSINOL  5 MG,10 TAB,KNOLL PHARMACEUTICALS LTD,28,GMP0293,17.5
TORSEMIDE 5 MG,ZATOR  5 MG,10 TAB,TORRENT PHARMACEUTICALS LTD,24,GMP0293,17.5
TORSEMIDE 5 MG,TORSY  5 MG,10 TAB,CADDES LIFE SCIENCES,22,GMP0293,17.5
TORSEMIDE 5 MG,IBMIDE  5 MG,10 TAB,INDIABULLS PHARMACEUTICAL LTD,24,GMP0293,17.5
TORSEMIDE 5 MG,TORSILONG 5 MG,10 TAB,MICRO LABS LTD,27,GMP0293,17.5
TORSEMIDE 5 MG,TORSACARE 5 MG,10 TAB,PSYCHOCARE HEALTH PVT LTD,45,GMP0293,17.5
TORSEMIDE 5 MG,TORMAX  5 MG,10 TAB,LIVIDUS PHARMACEUTICALS PVT LTD,25,GMP0293,17.5
TORSEMIDE 10 MG,DYTOR 10 MG,15 TAB,CIPLA LTD,77.19,GMP0291,42
TORSEMIDE 10 MG,NEPHTOR 10 MG,10 TAB,SEPTALYST LIFESCIENCES PVT.LTD.,42.65,GMP0291,28
TORSEMIDE 10 MG,RENTOR 10 MG,10 TAB,RSR HEALTHCARE,50,GMP0291,28
TORSEMIDE 10 MG,DIURATOR 10 MG,10 TAB,ELDER PHARMACEUTICALS LTD,187.36,GMP0291,28
TORSEMIDE 10 MG,DYRON 10 MG,10 TAB,NVRON LIFE SCIENCE LTD,48,GMP0291,28
TORSEMIDE 10 MG,TORSIDAY 10 MG,10 TAB,RELICON PHARMACEUTICAL PVT LTD,66,GMP0291,28
TORSEMIDE 10 MG,TIDE10 MG,10 TAB,TORRENT PHARMACEUTICALS LTD,53.75,GMP0291,28
TORSEMIDE 10 MG,TORSEWAL 10 MG,10 TAB,WALLACE PHARMACEUTICALS PVT LTD,92,GMP0291,28
TORSEMIDE 10 MG,TINHUB 10 MG,10 TAB,DR KUMARS PHARMACEUTICALS,42,GMP0291,28
TORSEMIDE 10 MG,TORMAX 10 MG,10 TAB,LIVIDUS PHARMACEUTICALS PVT LTD,38,GMP0291,28
TORSEMIDE 10 MG,CONCITOR10 MG,10 TAB,RENCORD LIFE SCIENCES PVT LTD,38,GMP0291,28
TORSEMIDE 10 MG,TORGET 10 MG,10 TAB,ZYDUS CADILA,58.3,GMP0291,28
TORSEMIDE 10 MG,TORLEN 10 MG,10 TAB,ALENCURE BIOTECH PVT LTD,45,GMP0291,28
TORSEMIDE 10 MG,RETORLIX 10 MG,10 TAB,LUPIN LTD,48.9,GMP0291,28
TORSEMIDE 10 MG,MANOTOR 10 MG,10 TAB,CMG PHARMACEUTICALS,29,GMP0291,28
TORSEMIDE 10 MG,IBMIDE 10 MG,10 TAB,INDIABULLS PHARMACEUTICAL LTD,35,GMP0291,28
TORSEMIDE 10 MG,TORSAFE 10 MG,10 TAB,BEATS PHARMACEUTICALS,50,GMP0291,28
TORSEMIDE 10 MG,TORSINEX 10 MG,10 TAB,MICRO LABS LTD,44,GMP0291,28
TORSEMIDE 10 MG,TORSILONG 10 MG,10 TAB,MICRO LABS LTD,41,GMP0291,28
TORSEMIDE 10 MG,TORKID 10 MG,10 TAB,ECON HEALTHCARE PVT LTD,39,GMP0291,28
TORSEMIDE 10 MG,TORSIMID 10 MG,10 TAB,JOHNLEE PHARMACEUTICALS PVT LTD,42,GMP0291,28
TORSEMIDE 10 MG,CONITORE 10 MG,10 TAB,NOVALAB HEALTHCARE PVT LTD,39,GMP0291,28
TORSEMIDE 10 MG,TORVIB 10 MG,10 TAB,VIBCARE PHARMA PVT LTD,36,GMP0291,28
TORSEMIDE 10 MG,TORSID 10 MG,10 TAB,ARISTO PHARMACEUTICALS PVT LTD,42.5,GMP0291,28
TORSEMIDE 10 MG,NEXMIDE 10 MG,10 TAB,NEXKEM PHARMACEUTICALS PVT LTD,75,GMP0291,28
TORSEMIDE 10 MG,DYLOOP 10 MG,10 TAB,ZYPHARS PHARMACEUTICALS PVT LTD,63.5,GMP0291,28
TORSEMIDE 10 MG,VITATOR 10 MG,10 TAB,VITABOLIK PHARMA,38.5,GMP0291,28
TORSEMIDE 10 MG,UROMIDE 10 MG,10 TAB,BONSAI PHARMA,40,GMP0291,28
TORSEMIDE 10 MG,DYLOOP 10 MG(SINSAN),10 TAB,SINSAN PHARMACEUTICALS,63.5,GMP0291,28
TORSEMIDE 10 MG,TOR 10 MG,15 TAB,INTAS PHARMACEUTICALS LTD,63.5,GMP0291,42
TORSEMIDE 10 MG,NALES 10 MG,10 TAB,PROQOL HEALTHCARE,48.4,GMP0291,28
TORSEMIDE 10 MG,ZATOR 10 MG,10 TAB,TORRENT PHARMACEUTICALS LTD,33.95,GMP0291,28
TORSEMIDE 10 MG,METOR 10 MG,10 TAB,GLOBUS REMEDIES LTD,35,GMP0291,28
TORSEMIDE 10 MG,ZYTORSE 10 MG,10 TAB,ZANETAZ MEDICORP,35,GMP0291,28
TORSEMIDE 10 MG,CORTOR 10 MG,10 TAB,CORAL PHARMACEUTICALS P LTD,32.9,GMP0291,28
TORSEMIDE 10 MG,MELTOR 10 MG,10 TAB,CENTAUR PHARMACEUTICALS PVT LTD,42.42,GMP0291,28
TORSEMIDE 10 MG,TORSEFINE 10 MG,10 TAB,CADBLESS LIFE CARE,49,GMP0291,28
TORSEMIDE 10 MG,NYTOR 10 MG,10 TAB,NUKIND HEALTHCARE PVT LTD,45,GMP0291,28
TORSEMIDE 10 MG,TORPILL 10 MG,10 TAB,REVENZA PHARMACEUTICALS PVT LTD,32,GMP0291,28
TORSEMIDE 10 MG,TORESA 10 MG,10 TAB,ABBOTT,46.9,GMP0291,28
TORSEMIDE 10 MG,CLITOR 10 MG,10 TAB,CURIS LIFECARE,45,GMP0291,28
TORSEMIDE 10 MG,LHD 10 MG,10 TAB,IPCA LABORATORIES LTD,31.9,GMP0291,28
TORSEMIDE 10 MG,TORSACARE 10 MG,10 TAB,PSYCHOCARE HEALTH PVT LTD,67,GMP0291,28
TORSEMIDE 10 MG,VROCHITOR 10 MG,10 TAB,TABSULE PHARMACEUTICALS,35,GMP0291,28
TORSEMIDE 10 MG,TORSY 10 MG,10 TAB,CADDES LIFE SCIENCES,65,GMP0291,28
TORSEMIDE 10 MG,LOOPSTAR 10 MG,10 TAB,KATZUNG PHARMACEUTICALS PVT LTD,44.65,GMP0291,28
TORSEMIDE 10 MG,TORMIS 10 MG,10 TAB,MISSION RESEARCH LABORATORIES PVT LTD,35,GMP0291,28
TORSEMIDE 10 MG,TOREMAX 10 MG,10 TAB,BETAMAX REMEDIES,37,GMP0291,28
TORSEMIDE 10 MG,URIDITOR 10 MG,10 TAB,HALEDEW REMEDIES,35,GMP0291,28
TORSEMIDE 10 MG,TORVEL 10 MG,10 TAB,C M R LIFE SCIENCES,41,GMP0291,28
TORSEMIDE 10 MG,TYURIC 10 MG,10 TAB,BENIQUE PHARMACEUTICALS,49,GMP0291,28
TORSEMIDE 10 MG,TORMAX 10 MG (MAX),10 TAB,MAXLIVE PHARMACEUTICALS PVT LTD,49,GMP0291,28
TORSEMIDE 10 MG,TOMARIS 10 MG,10 TAB,ASTRAZENECA,29.05,GMP0291,28
TORSEMIDE 10 MG,TORSILEM 10 MG,10 TAB,LEMFORD BIOTECH PVT LTD,40,GMP0291,28
TORSEMIDE 10 MG,TORVIGRESS 10 MG,10 TAB,LA RENON HEALTHCARE PVT LTD,43,GMP0291,28
TORSEMIDE 10 MG,TORCARD 10 MG,10 TAB,OLCARE LABORATORIES,29,GMP0291,28
TORSEMIDE 10 MG,LOOPTOR 10 MG,10 TAB,KENRIZ CARE,45,GMP0291,28
TORSEMIDE 10 MG,U TOR 10 MG,10 TAB,H & CARE INCORP,45,GMP0291,28
TORSEMIDE 10 MG,TORADIC 10 MG,10 TAB,EAST WEST PHARMA,35,GMP0291,28
TORSEMIDE 10 MG,TORSE 10 MG,10 TAB,MAXFORD LABS PVT. LTD.,420,GMP0291,28
TORSEMIDE 10 MG,SOLIMADE 10 MG,10 TAB,ALISIER DRUGS PVT LTD,65,GMP0291,28
TORSEMIDE 10 MG,TORIDE 10 MG,10 TAB,SUN PHARMACEUTICAL INDUSTRIES LTD,40,GMP0291,28
TORSEMIDE 10 MG,SYNDITOR 10 MG,10 TAB,OSIANTE BIOTECH,39,GMP0291,28
TORSEMIDE 10 MG,ABTORSMED 10 MG,10 TAB,ABBOTT,46.9,GMP0291,28
TORSEMIDE 10 MG,TORUTIC 10 MG,10 TAB,ARRIENT HEALTHCARE PVT LTD,49,GMP0291,28
TORSEMIDE 10 MG,TORSINOL 10 MG,10 TAB,KNOLL PHARMACEUTICALS LTD,37.15,GMP0291,28
TORSEMIDE 10 MG,RAFTOR 10 MG,10 TAB,RAFFLESIA LIFE SCIENCES PVT LTD,48,GMP0291,28
TORSEMIDE 10 MG,TORLEY 10 MG,10 TAB,ZODLEY PHARMACEUTICALS PVT LTD,29.5,GMP0291,28
TORSEMIDE 10 MG,TORNOVA 10 MG,10 TAB,IKON REMEDIES PVT LTD,38.02,GMP0291,28
TORSEMIDE 10 MG,TORBEL 10 MG,10 TAB,EXELIFE BIOTECH PVT LTD,46,GMP0291,28
TORSEMIDE 10 MG,TORSEVENT 10 MG,10 TAB,UNIVENTIS MEDICARE LTD,70,GMP0291,28
TORSEMIDE 10 MG,TORMID 10 MG,10 TAB,MARC LABORATORIES PVT LTD,35,GMP0291,28
TORSEMIDE 10 MG,RENATOR 10 MG,10 TAB,REPENS HEALTHCARE INDIA PVT LTD,40,GMP0291,28
TORSEMIDE 10 MG,TORSTAR 10 MG,10 TAB,ADDII BIOTECH PVT LTD,59.47,GMP0291,28
TORSEMIDE 20 MG,TORSEFINE 20 MG,10 TAB,CADBLESS LIFE CARE,59,GMP0292,43
TORSEMIDE 20 MG,DYTOR 20 MG,15 TAB,CIPLA LTD,152.39,GMP0292,64.5
TORSEMIDE 20 MG,RAFTOR 20 MG,10 TAB,RAFFLESIA LIFE SCIENCES PVT LTD,90,GMP0292,43
TORSEMIDE 20 MG,DYLOOP 20 MG,10 TAB,ZYPHARS PHARMACEUTICALS PVT LTD,51.9,GMP0292,43
TORSEMIDE 20 MG,CONITORE 20 MG,10 TAB,NOVALAB HEALTHCARE PVT LTD,74.5,GMP0292,43
TORSEMIDE 20 MG,DYLOOP 20 MG (SIN),10 TAB,SINSAN PHARMACEUTICALS,75,GMP0292,43
TORSEMIDE 20 MG,TIDE 20 MG,10 TAB,TORRENT PHARMACEUTICALS LTD,90.1,GMP0292,43
TORSEMIDE 20 MG,TORSIVAS 20 MG,10 TAB,VASOLIFE HEALTHCARE,73,GMP0292,43
TORSEMIDE 20 MG,TORPRES 20 MG,10 TAB,ALNICHE LIFE SCIENCES PVT LTD,47,GMP0292,43
TORSEMIDE 20 MG,CONCITOR 20 MG,10 TAB,RENCORD LIFE SCIENCES PVT LTD,68,GMP0292,43
TORSEMIDE 20 MG,DYAMIDE 20 MG,10 TAB,MACLEODS PHARMACEUTICALS PVT LTD,44.28,GMP0292,43
TORSEMIDE 20 MG,TORVIGRESS 20 MG,10 TAB,LA RENON HEALTHCARE PVT LTD,55,GMP0292,43
TORSEMIDE 20 MG,LOOPTOR 20 MG,10 TAB,KENRIZ CARE,65,GMP0292,43
TORSEMIDE 20 MG,TORGET 20 MG,10 TAB,ZYDUS CADILA,99.7,GMP0292,43
TORSEMIDE 20 MG,TINHUB 20 MG,10 TAB,DR KUMARS PHARMACEUTICALS,75,GMP0292,43
TORSEMIDE 20 MG,TORIDE 20 MG,10 TAB,SUN PHARMACEUTICAL INDUSTRIES LTD,62.09,GMP0292,43
TORSEMIDE 20 MG,ZYTORSE 20 MG,10 TAB,ZANETAZ MEDICORP,54.9,GMP0292,43
TORSEMIDE 20 MG,SYNDITOR 20 MG,10 TAB,OSIANTE BIOTECH,79,GMP0292,43
TORSEMIDE 20 MG,NEPHTOR 20 MG,10 TAB,SEPTALYST LIFESCIENCES PVT.LTD.,76.7,GMP0292,43
TORSEMIDE 20 MG,TORSILEM 20 MG,10 TAB,LEMFORD BIOTECH PVT LTD,70,GMP0292,43
TORSEMIDE 20 MG,TORKID 20 MG,10 TAB,ECON HEALTHCARE PVT LTD,55,GMP0292,43
TORSEMIDE 20 MG,TORMAX 20 MG,10 TAB,LIVIDUS PHARMACEUTICALS PVT LTD,56,GMP0292,43
TORSEMIDE 20 MG,TOR 20 MG,15 TAB,INTAS PHARMACEUTICALS LTD,127,GMP0292,64.5
TORSEMIDE 20 MG,TYURIC 20 MG,10 TAB,BENIQUE PHARMACEUTICALS,66,GMP0292,43
TORSEMIDE 20 MG,DIURATOR 20 MG,10 TAB,ELDER PHARMACEUTICALS LTD,144.55,GMP0292,43
TORSEMIDE 20 MG,TORSINOL 20 MG,10 TAB,KNOLL PHARMACEUTICALS LTD,66.5,GMP0292,43
TORSEMIDE 20 MG,TORTEC 20 MG ,10 TAB,GLAXO SMITHKLINE PHARMACEUTICALS LTD,47.5,GMP0292,43
TORSEMIDE 20 MG,TORSID 20 MG,10 TAB,ARISTO PHARMACEUTICALS PVT LTD,69.5,GMP0292,43
TORSEMIDE 20 MG,TORSACARE 20 MG,10 TAB,PSYCHOCARE HEALTH PVT LTD,120,GMP0292,43
TORSEMIDE 20 MG,TORSED 20 MG,10 TAB,LA RENON HEALTHCARE PVT LTD,52.38,GMP0292,43
TORSEMIDE 20 MG,DURITE 20 MG,10 TAB,LEEFORD HEALTHCARE LTD,63.4,GMP0292,43
TORSEMIDE 20 MG,UROMIDE 20 MG,10 TAB,BONSAI PHARMA,50,GMP0292,43
TORSEMIDE 20 MG,RETORLIX 20 MG,10 TAB,LUPIN LTD,93,GMP0292,43
TORSEMIDE 20 MG,TORSILONG 20 MG,10 TAB,MICRO LABS LTD,75,GMP0292,43
TORSEMIDE 20 MG,TOSEC 20 MG,10 TAB,INTAS PHARMACEUTICALS LTD,66.37,GMP0292,43
TORSEMIDE 20 MG,TOREMAX 20 MG,10 TAB,BETAMAX REMEDIES,59,GMP0292,43
TORSEMIDE 20 MG,TORESA 20 MG,10 TAB,ABBOTT,76.5,GMP0292,43
TORSEMIDE 20 MG,TORVIB 20 MG,10 TAB,VIBCARE PHARMA PVT LTD,65,GMP0292,43
TORSEMIDE 20 MG,TORSIMID 20 MG,10 TAB,JOHNLEE PHARMACEUTICALS PVT LTD,65,GMP0292,43
TORSEMIDE 20 MG,MELTOR 20 MG,10 TAB,CENTAUR PHARMACEUTICALS PVT LTD,71.58,GMP0292,43
TORSEMIDE 20 MG,TORUTIC 20 MG,10 TAB,ARRIENT HEALTHCARE PVT LTD,85,GMP0292,43
TORSEMIDE 20 MG,HENLETOR 20 MG,10 TAB,ORCHID CHEMICALS & PHARMACEUTICALS LTD,46,GMP0292,43
TORSEMIDE 20 MG,TORSTAR 20 MG,10 TAB,ADDII BIOTECH PVT LTD,114.5,GMP0292,43
TORSEMIDE 20 MG,TORSINEX 20 MG,10 TAB,MICRO LABS LTD,75,GMP0292,43
TORSEMIDE 20 MG,SOLIMADE 20 MG,10 TAB,ALISIER DRUGS PVT LTD,75,GMP0292,43
TORSEMIDE 20 MG,ZATOR 20 MG,10 TAB,TORRENT PHARMACEUTICALS LTD,52.37,GMP0292,43
TORSEMIDE 20 MG,SWIFTOR 20 MG,10 TAB,IND SWIFT LABORATORIES LTD,47,GMP0292,43
TORSEMIDE 20 MG,EDETO 20 MG,10 TAB,DR REDDYS LABORATORIES LTD,49,GMP0292,43
TORSEMIDE 20 MG,TORSY 20 MG,10 TAB,CADDES LIFE SCIENCES,80,GMP0292,43
TORSEMIDE 20 MG,VITATOR 20 MG,10 TAB,VITABOLIK PHARMA,56.5,GMP0292,43
TORSEMIDE 20 MG,ROMIDE 20 MG,10 TAB,DRUKST BIOTECH PRIVATE LIMITED,51,GMP0292,43
TORSEMIDE 20 MG,TORSAMOL 20 MG,10 TAB,ORGANIC LABORATORIES,48.21,GMP0292,43
TORSEMIDE 20 MG,IBMIDE 20 MG,10 TAB,INDIABULLS PHARMACEUTICAL LTD,67,GMP0292,43
TORSEMIDE 20 MG,TORSEVENT 20 MG,10 TAB,UNIVENTIS MEDICARE LTD,120,GMP0292,43
TORSEMIDE 20 MG,MANOTOR 20 MG,10 TAB,CMG PHARMACEUTICALS,54,GMP0292,43
TORSEMIDE 20 MG,TOMARIS 20 MG,10 TAB,ASTRAZENECA,55,GMP0292,43
TORSEMIDE 20 MG,TORLEN 20 MG,10 TAB,ALENCURE BIOTECH PVT LTD,75,GMP0292,43
TORSEMIDE 20 MG,RETROLIX 20 MG,10 TAB,LUPIN LTD,84.6,GMP0292,43
TORSEMIDE 20 MG,TORVEL 20 MG,10 TAB,C M R LIFE SCIENCES,45,GMP0292,43
TORSEMIDE 20 MG,RENATOR 20 MG,10 TAB,REPENS HEALTHCARE INDIA PVT LTD,130,GMP0292,43
TORSEMIDE 20 MG,LHD 20 MG,10 TAB,IPCA LABORATORIES LTD,50.75,GMP0292,43
TORSEMIDE 20 MG,TORCEL 20 MG,10 TAB,CELERA HEALTHCARE PVT. LTD.,55,GMP0292,43
TORSEMIDE 5 + SPIRONOLACTONE 50 MG,ALDACTONE T 5,15 TAB,RPG LIFE SCIENCES LTD,65.4,GMP0296,54
TORSEMIDE 5 + SPIRONOLACTONE 50 MG,LOOPSTAR PLUS 50MG/5MG,10 TAB,KATZUNG PHARMACEUTICALS PVT LTD,39.6,GMP0296,36
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,DYTOR PLUS 10,15 TAB,CIPLA LTD,81.19,GMP0294,65.25
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,TYURIC PLUS 50MG/10MG,10 TAB,BENIQUE PHARMACEUTICALS,66,GMP0294,43.5
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,TORGET PLUS 10,10 TAB,ZYDUS CADILA,103.8,GMP0294,43.5
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,DYAMIDE PLUS 50 MG/10 MG,10 TAB,MACLEODS PHARMACEUTICALS PVT LTD,50,GMP0294,43.5
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,TORUTIC-PLUS,10 TAB,ARRIENT HEALTHCARE PVT LTD,99,GMP0294,43.5
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,EXCRETOR PLUS 50 MG/10 MG,10 TAB,ORDAIN HEALTH CARE GLOBAL PVT LTD,45.1,GMP0294,43.5
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,TOR PLUS 50MG/10MG,10 TAB,INTAS PHARMACEUTICALS LTD,48.09,GMP0294,43.5
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,RAFTOR PLUS 50MG/10MG,10 TAB,RAFFLESIA LIFE SCIENCES PVT LTD,50,GMP0294,43.5
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,LOOPSTAR PLUS 50MG/10MG,10 TAB,KATZUNG PHARMACEUTICALS PVT LTD,78.2,GMP0294,43.5
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,TORKID PLUS 50MG/10MG,10 TAB,ECON HEALTHCARE PVT LTD,61.99,GMP0294,43.5
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,TORSINOL PLUS 50MG/10MG,10 TAB,KNOLL PHARMACEUTICALS LTD,185,GMP0294,43.5
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,TORZEST PLUS 50MG/10MG,10 TAB,INNOVATIVE PHARMACEUTICALS,69.5,GMP0294,43.5
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,TORSPEC PLUS 50MG/10MG,10 TAB,SPECTRA THERAPEUTICS PVT LTD,49,GMP0294,43.5
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,ALDACTONE T 10,15 TAB,RPG LIFE SCIENCES LTD,80.8,GMP0294,65.25
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,TORSIMID-S 50MG/10MG,10 TAB,JOHNLEE PHARMACEUTICALS PVT LTD,98.5,GMP0294,43.5
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,TORNOVA PLUS 50MG/10MG,10 TAB,IKON REMEDIES PVT LTD,89.5,GMP0294,43.5
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,NALES PLUS 50MG/10MG,10 TAB,PROQOL HEALTHCARE,82.5,GMP0294,43.5
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,TORMAX PLUS 50MG/10MG,10 TAB,LIVIDUS PHARMACEUTICALS PVT LTD,49,GMP0294,43.5
TORSEMIDE 10 + SPIRONOLACTONE 50 MG,CONITORE PLUS 50MG/10MG,10 TAB,NOVALAB HEALTHCARE PVT LTD,85.9,GMP0294,43.5
TORSEMIDE 20 + SPIRONOLACTONE 50 MG,TORGET PLUS 20,10 TAB,ZYDUS CADILA,147.4,GMP0295,44.5
TORSEMIDE 20 + SPIRONOLACTONE 50 MG,DYAMIDE PLUS 50 MG/20 MG,10 TAB,MACLEODS PHARMACEUTICALS PVT LTD,63.49,GMP0295,44.5
TORSEMIDE 20 + SPIRONOLACTONE 50 MG,DYTOR PLUS 20,15 TAB,CIPLA LTD,96.19,GMP0295,66.75
TORSEMIDE 20 + SPIRONOLACTONE 50 MG,TOR PLUS 50MG/20MG,10 TAB,INTAS PHARMACEUTICALS LTD,66.85,GMP0295,44.5
TORSEMIDE 20 + SPIRONOLACTONE 50 MG,TORSILEM FORTE 50MG/20MG,10 TAB,LEMFORD BIOTECH PVT LTD,200,GMP0295,44.5
TORSEMIDE 20 + SPIRONOLACTONE 50 MG,TORSID PLUS 20/50,10 TAB,ARISTO PHARMACEUTICALS PVT LTD,50,GMP0295,44.5
TORSEMIDE 20 + SPIRONOLACTONE 50 MG,TORSINEX FORTE,10 TAB,MICRO LABS LTD,48,GMP0295,44.5
TORSEMIDE 20 + SPIRONOLACTONE 50 MG,TYURIC PLUS 50MG/20MG,10 TAB,BENIQUE PHARMACEUTICALS,72.9,GMP0295,44.5
TRYPSIN 48 MG +  BROMELAIN 90 MG + RUTOSIDE TRIHYDRATE 100 MG + DICLOFENAC SODIUM 50 MG,ENZOMAC PLUS,10 TAB,MACLEODS PHARMACEUTICALS PVT LTD,256,GMP0299,106
TRYPSIN 48 MG +  BROMELAIN 90 MG + RUTOSIDE TRIHYDRATE 100 MG + DICLOFENAC SODIUM 50 MG,TRIPCY D,10 TAB,MED MANOR ORGANICS PVT LTD,185,GMP0299,106
TRYPSIN 48 MG +  BROMELAIN 90 MG + RUTOSIDE TRIHYDRATE 100 MG + DICLOFENAC SODIUM 50 MG,RAMTRYP,10 TAB,DRAMS HEALTHCARE,195,GMP0299,106
TRYPSIN 48 MG +  BROMELAIN 90 MG + RUTOSIDE TRIHYDRATE 100 MG + DICLOFENAC SODIUM 50 MG,BROMOSIDE-D,10 TAB,MCLAIN LABORATORIES,180,GMP0299,106
TRYPSIN 48 MG +  BROMELAIN 90 MG + RUTOSIDE TRIHYDRATE 100 MG + DICLOFENAC SODIUM 50 MG,RUTBRO-D,10 TAB,ALESTER PHARMA PVT LTD,165,GMP0299,106
TRYPSIN 48 MG +  BROMELAIN 90 MG + RUTOSIDE TRIHYDRATE 100 MG + DICLOFENAC SODIUM 50 MG,CONIHEYL D,10 TAB,CONIAK LIFESCIENCES,190,GMP0299,106
TRYPSIN 48 MG +  BROMELAIN 90 MG + RUTOSIDE TRIHYDRATE 100 MG + DICLOFENAC SODIUM 50 MG,RUTOWIC,10 TAB,JAIWIK BIOTECH,199,GMP0299,106
