22,CAP,ATORVASTATIN (IR) 10 MG + CLOPIDOGREL (IR) 75 MG + ASPIRIN 75 MG (EC) CAP,GMP0022,MEDICINE,BAJAJ FORMULATION,CARDIAC,STRIP,10 CAP,90,38.5
23,CAP,ATORVASTATIN (IR) 20 MG + CLOPIDOGREL  (IR) 75 MG +  ASPIRIN 75 MG (EC) CAP,GMP0023,MEDICINE,BAJAJ FORMULATION,CARDIAC,STRIP,10 CAP,130,47
24,CAP,ATORVASTATIN 10 MG + ASPIRIN 75 MG ,GMP0024,MEDICINE,BAJAJ FORMULATION,CARDIAC,STRIP,10 CAP,45,23
25,TAB,ATORVASTATIN 10 MG + EZETIMIBE 10 MG,GMP0025,MEDICINE,SOUL HEALTHCARE,CARDIAC,STRIP,10 TAB,140,49
26,TAB,ATORVASTATIN 10MG +FENOFIBRATE 160 MG ,GMP0026,MEDICINE,SUN LIFE,CARDIAC,STRIP,10 TAB,140,39
27,TAB,ATORVASTATIN 20 MG,GMP0027,MEDICINE,SUN LIFE,CARDIAC,STRIP,10 TAB,140,4.35
28,CAP,ATORVASTATIN 20 MG + ASPIRIN 75 MG ,GMP0028,MEDICINE,BAJAJ FORMULATION,CARDIAC,STRIP,10 CAP,50,25
29,TAB,ATORVASTATIN 40 MG,GMP0029,MEDICINE,BAJAJ FORMULATION,CARDIAC,STRIP,10 TAB,200,58
30,TAB,ATORVASTATIN 80 MG,GMP0030,MEDICINE,BAJAJ FORMULATION,CARDIAC,STRIP,10 TAB,250,88.5
31,TAB,ATORVASTATIN 10 MG,GMP0031,MEDICINE,SUN LIFE,CARDIAC,STRIP,10 TAB,56,22.5
32,TAB,AZITHROMYCIN 250 MG,GMP0032,MEDICINE,AGRON REDEMIES,ANTIBIOTIC,STRIP,6 TAB,69.42,57
33,TAB,AZITHROMYCIN 500 MG,GMP0033,MEDICINE,AGRON REDEMIES,ANTIBIOTIC,STRIP,3 TAB,70,57
34,TAB,BENIDIPINE HYDROCHLORIDE 4 MG,GMP0034,MEDICINE,,,,,,
35,TAB,BENIDIPINE HYDROCHLORIDE 8 MG,GMP0035,MEDICINE,,,,,,
36,TAB,BETAHISTINE HYDROCHLORIDE 16 MG,GMP0036,MEDICINE,TULBROS FORMULATIONS,A TO Z,STRIP,10 TAB,89,22.5
37,TAB,BETAHISTINE HYDROCHLORIDE 8 MG,GMP0037,MEDICINE,TULBROS FORMULATIONS,A TO Z,STRIP,10 TAB,54,18
38,TAB,BISACODYL 5 MG,GMP0038,MEDICINE,SCOTT EDIL,A TO Z,STRIP,10 TAB,10.97,10
39,TAB,BISOPROLOL FUMARATE 2.5 MG,GMP0039,MEDICINE,BAJAJ FORMULATION,CARDIAC,STRIP,10 TAB,27,21.5
40,TAB,BISOPROLOL FUMARATE 5 MG,GMP0040,MEDICINE,BAJAJ FORMULATION,CARDIAC,STRIP,10 TAB,35.5,31
41,TAB,CALCIUM  500 MG  + VITAMIN D3 250 IU (CHEWABLE),GMP0041,MEDICINE,HIMALYA,SUPPLIMENT,STRIP,15 TAB,63,15
42,TAB,CALCIUM  500 MG +  VITAMIN D3 250 IU,GMP0042,MEDICINE,SOUL HEALTHCARE,SUPPLIMENT,STRIP,15 TAB,65,12
43,TAB,CALCIUM 250 MG + VITAMIN D3 125 IU,GMP0043,MEDICINE,HIMALYA,SUPPLIMENT,STRIP,10 TAB,20.67,6
44,TAB,CALCIUM CARBONATE 1250 MG + VITAMIN D3 250 IU + MAGNESIUM HYDROXIDE 100 MG + ZINC SULPHATE MONO 4 MG ,GMP0044,MEDICINE,LIFE VISION,SUPPLIMENT,STRIP,15 TAB,75,32
45,CAP,CALCIUM CARBONATE 500 MG + CALCITRIOL 0.25 MCG + ZINC SULPHATE MONOHYDRATE 7.5 MG  ,GMP0045,MEDICINE,BAJAJ NUTRICEUTICALS,SUPPLIMENT,STRIP,10 TAB,128,43.5
46,TAB,CALCIUM CITRATE 1000 MG + VITAMIN D3 200 IU + MAGNESIUM 100 MG +  ZINC 4 MG,GMP0046,MEDICINE,LIFE VISION,SUPPLIMENT,STRIP,15 TAB,78,44
47,TAB,CARVEDILOL 3.125 MG ,GMP0047,MEDICINE,SUN LIFE,CARDIAC,STRIP,10 TAB,34.8,16.5
48,TAB,CARVEDILOL 6.25 MG,GMP0048,MEDICINE,SUN LIFE,CARDIAC,STRIP,10 TAB,46,24.5
49,TAB,CEFIXIME 100 MG ,GMP0049,MEDICINE,LIFE VISION,ANTIBIOTIC,STRIP,10 TAB,90,38
50,TAB,CEFIXIME DT 200 MG ,GMP0050,MEDICINE,BAJAJ FORMULATION,ANTIBIOTIC,STRIP,10 TAB,100.9,70
51,TAB,CEFPODOXIME 200 MG,GMP0051,MEDICINE,LIFE VISION,ANTIBIOTIC,STRIP,10 TAB,195,106
52,TAB,CEFUROXIME AXETIL 250 MG ,GMP0052,MEDICINE,AGRON REMIDIES,ANTIBIOTIC,STRIP,4 TAB,305,77
53,TAB,CEFUROXIME AXETIL 500 MG,GMP0053,MEDICINE,AGRON REMIDIES,ANTIBIOTIC,STRIP,4 TAB,558,150
54,TAB,CETIRIZINE 10 MG,GMP0054,MEDICINE,AAN PHARMA,ANTI COLD,STRIP,10 TAB,17.36,6.5
55,TAB,CHLORTHALIDONE 12.5 MG,GMP0055,MEDICINE,TULBROS FORMULATIONS,CARDIAC,STRIP,10 TAB,55,32.5
56,TAB,CHLORTHALIDONE 6.25 MG,GMP0056,MEDICINE,TULBROS FORMULATIONS,CARDIAC,STRIP,10 TAB,43,32.5
57,LIQUID,CHLORTHEXIDINE GLUCONATE SOLUTION 0.3% V/V + CETRIMIDE 0.6% W/V (G-ANTICEPTIC SOLUTION) 1000 ML,GMP0057,MEDICINE,JPEE DRUGS,COUNTER,BOTTLE,1000 ML,250,135
58,TAB,CHOLECALCIFEROL 60000 IU (CHEWABLE),GMP0058,MEDICINE,LIFE VISION,SUPPLIMENT,STRIP,4 TAB,108,44
59,TAB,CILNIDIPINE  10 MG,GMP0059,MEDICINE,TULBROS FORMULATIONS,CARDIAC,STRIP,10 TAB,170,33
60,TAB,CILNIDIPINE  20 MG,GMP0060,MEDICINE,TULBROS FORMULATIONS,CARDIAC,STRIP,10 TAB,117,54.5
61,TAB,CILNIDIPINE  5 MG,GMP0061,MEDICINE,TULBROS FORMULATIONS,CARDIAC,STRIP,10 TAB,52,23
62,TAB,CILOSTAZOL 50 MG,GMP0062,MEDICINE,TULBROS FORMULATIONS,A TO Z,STRIP,10 TAB,80,46
63,TAB,CLOBAZAM 10 MG,GMP0063,MEDICINE,LIFE MAX CANCER,A TO Z,STRIP,10 TAB,70,44
64,TAB,CLOBAZAM 5 MG,GMP0064,MEDICINE,LIFE MAX CANCER,A TO Z,STRIP,10 TAB,46,32.5
65,CREAM,CLOBETASOL PROPIONATE 0.05% W/W ,GMP0065,MEDICINE,MASCOT HEALTH SERIES,A TO Z,TUBE,20 GM,59,41.5
66,CREAM,CLOBETASOL PROPIONATE 0.05% W/W + MICONAZOLE NITRATE 2.0% W/W + NEOMYCIN SULPHATE 0.5% W/W CREAM ,GMP0066,MEDICINE,LIFE VISION,A TO Z,TUBE,10 GM,65,25.5
67,TAB,CLOPIDOGREL 75 MG ,GMP0067,MEDICINE,BAJAJ FORMULATION,CARDIAC,STRIP,10 TAB,73,28.5
68,CAP,CLOPIDOGREL 75 MG + ASPIRIN 150 MG,GMP0068,MEDICINE,,,,,,
69,TAB,CLOPIDOGREL 75 MG + ATORVASTATIN 10 MG ,GMP0069,MEDICINE,TULBROS FORMULATIONS,CARDIAC,STRIP,10 TAB,110,54
70,TAB,CLOPIDOGREL 75 MG + ATORVASTATIN 20 MG ,GMP0070,MEDICINE,TULBROS FORMULATIONS,CARDIAC,STRIP,10 TAB,150,81.5
71,CAP,CLOPIDOGREL 75MG + ASPIRIN 75MG,GMP0071,MEDICINE,,CARDIAC,STRIP,10 TAB,33,30
72,CREAM,CLOTRIMAZOLE 1% W/W  +  BECLOMETHASONE DIPROPIONATE 0.025% W/W CREAM 15 GM,GMP0072,MEDICINE,LIFE VISION,A TO Z,TUBE,15 GM,40,22.5
73,CREAM,CLOTRIMAZOLE 1% W/W CREAM,GMP0073,MEDICINE,LIFE VISION,A TO Z,TUBE,15 GM,40,27
74,CREAM,CLOTRIMAZOLE IP 1% + IODOCHLORHYDROXYQUINOLINE 1% + TOLNAFATE 1% + GENTAMICIN 0.1 % CLOBETASOL 0.05% + CHLOROCRESOL 0.1% CREAM,GMP0074,MEDICINE,CURETECH,A TO Z,TUBE,15 GM,70,36
75,TAB,DEFLAZACORT 6 MG ,GMP0075,MEDICINE,TULBROS FORMULATIONS,CARDIAC,STRIP,10 TAB,117,44
76,LIQUID,DEXTROMETHORPHAN HYDROBROMIDE 10 MG + PHENYLEPHRINE HYDROCHLORIDE 5 MG + CHLORPHENIRAMINE MALEATE 2 MG IN PALATABLE FLAVOURED BASE (SUGAR FREE),GMP0076,MEDICINE,AGRON REMIDIES,SYRUP,BOTTLE,100 ML,73,
77,TAB,DICLOFENAC 50 MG + PARACETAMOL 325,GMP0077,MEDICINE,SOUL HEALTHCARE,PAIN KILLER,STRIP,10 TAB,25,12.5
78,TAB,DICLOFENAC 50 MG + PARACETAMOL 325 MG + CHLOROXAZONE 250 MG,GMP0078,MEDICINE,SOUL HEALTHCARE,PAIN KILLER,STRIP,10 TAB,85,25
79,TAB,DICLOFENAC 50 MG + PARACETAMOL 325 MG + SERRATIOPEPTIDASE 10 MG,GMP0079,MEDICINE,BAJAJ FORMULATION,PAIN KILLER,STRIP,10 TAB,81,38.5
80,TAB,DICLOFENAC 50 MG + SERRATIOPEPTIDASE 10 MG,GMP0080,MEDICINE,LIFE MAX CANCER,PAIN KILLER,STRIP,10 TAB,80,22.5
81,GEL,DICLOFENAC DIETHYLAMINE 1.16% W/W + LINSEED OIL 3% W/W + METHYL SALICYLATE 10% W/W + MENTHOL 0.5% W/W GEL BASE 30 GM,GMP0081,MEDICINE,LIFE VISION,PAIN KILLER,TUBE,30 GM,92,45
82,TAB,DILTIAZEM HYDROCHLORIDE 30 MG,GMP0082,MEDICINE,TULBROS FORMULATIONS,CARDIAC,STRIP,10 TAB,24,14.5
83,TAB,DILTIAZEM HYDROCHLORIDE 60 MG,GMP0083,MEDICINE,TULBROS FORMULATIONS,CARDIAC,STRIP,10 TAB,55,20.5
84,TAB,DISULFIRAM 500 MG ,GMP0084,MEDICINE,BAJAJ FORMULATION,A TO Z,STRIP,10 TAB,76,38
85,TAB,DROTAVERINE 80 MG + MEFENAMIC ACID 250 MG,GMP0085,MEDICINE,LIFE VISION,PAIN KILLER,STRIP,10 TAB,90,22
86,TAB,DUTASTERIDE 0.5 MG,GMP0086,MEDICINE,LIFE MAX CANCER,A TO Z,STRIP,10 TAB,102,64
87,TAB,ENALAPRIL MALEATE 10 MG,GMP0087,MEDICINE,TULBROS FORMULATIONS,CARDIAC,STRIP,10 TAB,49,19
88,TAB,ENALAPRIL MALEATE 2.5 MG,GMP0088,MEDICINE,TULBROS FORMULATIONS,CARDIAC,STRIP,10 TAB,19,11.5
89,TAB,ENALAPRIL MALEATE 5 MG,GMP0089,MEDICINE,TULBROS FORMULATIONS,CARDIAC,STRIP,10 TAB,33,11.5
90,TAB,ESCITALOPRAM 10 MG,GMP0090,MEDICINE,TULBROS FORMULATIONS,A TO Z,STRIP,10 TAB,88,28
91,CAP,ESOMEPRAZOLE 40 + DOMPERIDONE 30 MG SR,GMP0091,MEDICINE,AGRON REDIMIX,ANTACID,STRIP,10 TAB,73,49
92,TAB,ESOMEPRAZOLE 40 MG,GMP0092,MEDICINE,LIFE VISION,ANTACID,STRIP,10 TAB,79,33.5
93,CAP,ESOMEPRAZOLE 40 + LEVOSULPIRIDE 75 MG SR,GMP0093,MEDICINE,AGRON REMIDIES,ANTACID,STRIP,10 TAB,220,108
94,TAB,ETORICOXIB 120 MG ,GMP0094,MEDICINE,LIFE VISION,PAIN KILLER,STRIP,10 TAB,110,75
95,TAB,ETORICOXIB 60 MG,GMP0095,MEDICINE,BAJAJ FORMULATION,PAIN KILLER,STRIP,10 TAB,67,30
96,TAB,ETORICOXIB 60 MG + PARACETAMOL 325 MG,GMP0096,MEDICINE,LIFE VISION,PAIN KILLER,STRIP,10 TAB,109,52
97,TAB,ETORICOXIB 60 MG + THIOCOLCHICOSIDE 4 MG,GMP0097,MEDICINE,LIFE VISION,PAIN KILLER,STRIP,10 TAB,220,115
98,TAB,ETORICOXIB 90 MG ,GMP0098,MEDICINE,BAJAJ FORMULATION,PAIN KILLER,STRIP,10 TAB,91.8,44
99,TAB,FEBUXOSTAT 40 MG,GMP0099,MEDICINE,TULBROS FORMULATIONS,A TO Z,STRIP,10 TAB,107,54
100,TAB,FERROUS ASCORBATE 100 MG +  FOLIC ACID 1.5 +  VITAMIN B12 5 MCG,GMP0100,MEDICINE,TACTUS,MULTIVITAMINE,STRIP,10 TAB,150,44
101,TAB,FERROUS ASCORBATE 100 MG +  FOLIC ACID 1.5 MG +  CYANOCOBALAMIN 15 MCG +  ZINC SULFATE 61.8 MG,GMP0101,MEDICINE,SPECTRUM FORMULATION,MULTIVITAMINE,STRIP,10 TAB,145,56
102,TAB,FERROUS BIS-GLYCINATE 300 MG + ZINC 15 MG + FOLIC ACID 1 MG + CYNOCOBALAMINE 5 MCG,GMP0102,MEDICINE,LIFE VISION,MULTIVITAMINE,STRIP,10 TAB,81,34
103,TAB,FEXOFENADINE HYDROCHLORIDE 120 MG + MONTELUKAST 10 MG,GMP0103,MEDICINE,BAJAJ FORMULATION,A TO Z,STRIP,10 TAB,160,75
104,TAB,FLUCONAZOLE  150 MG ,GMP0104,MEDICINE,BAJAJ FORMULATION,A TO Z,STRIP,10 TAB,13,9
105,TAB,FOLIC ACID 5 MG,GMP0105,MEDICINE,SOUL HEALTHCARE,A TO Z,STRIP,30 TAB,43.68,32.5
106,TAB,GABAPENTIN 400 MG + NORTRIPTYLINE 10 MG ,GMP0106,MEDICINE,LIFE MAX CANCER,A TO Z,STRIP,10 TAB,170,87
107,GEL,G-HAND SANITIZER 100 ML,GMP0107,HEALTH CARE,RADDISON PHARMA,COUNTER,BOTTLE,100 ML,50,40
108,GEL,G-HAND SANITIZER 200 ML,GMP0108,HEALTH CARE,AAN PHARMA,COUNTER,BOTTLE,200 ML,100,80
109,LIQUID,G-HAND SANITIZER 500 ML,GMP0109,HEALTH CARE,AAN PHARMA,COUNTER,BOTTLE,500 ML,250,180
110,TAB,GLIBENCLAMIDE 5 MG + METFORMIN HYDROCHLORIDE 500 MG,GMP0110,MEDICINE,TULBROS FORMULATIONS,DIABETIC,STRIP,10 TAB,22,15.5
111,TAB,GLICLAZIDE 30 MG ER TAB,GMP0111,MEDICINE,TULBROS FORMULATIONS,DIABETIC,STRIP,10 TAB,36,39
112,TAB,GLICLAZIDE 40 MG,GMP0112,MEDICINE,TULBROS FORMULATIONS,DIABETIC,STRIP,10 TAB,78,24.5
113,TAB,GLICLAZIDE 40 MG + METFORMIN 500 MG,GMP0113,MEDICINE,LIFE MAX CANCER,DIABETIC,STRIP,10 TAB,67,21
114,TAB,GLICLAZIDE 40 MG + METFORMIN HYDROCLORIDE 500 MG + VOGLIBOSE 0.2 MG,GMP0114,MEDICINE,LIFE MAX CANCER,DIABETIC,STRIP,10 TAB,160,40
115,TAB,GLICLAZIDE 60 MG SR,GMP0115,MEDICINE,BAJAJ FORMULATION,DIABETIC,STRIP,10 TAB,125,46.5
116,TAB,GLICLAZIDE 80 MG,GMP0116,MEDICINE,TULBROS FORMULATIONS,DIABETIC,STRIP,10 TAB,57.5,33
117,TAB,GLICLAZIDE 80 MG + METFORMIN HYDROCLORIDE 500 MG + VOGLIBOSE 0.2 MG,GMP0117,MEDICINE,LIFE MAX CANCER,DIABETIC,STRIP,10 TAB,180,56
118,TAB,GLICLAZIDE 80 MG + METFORMIN HYDROCLORIDE 500 MG + VOGLIBOSE 0.3 MG,GMP0118,MEDICINE,LIFE MAX CANCER,DIABETIC,STRIP,10 TAB,200,51.5
119,TAB,GLICLAZIDE 80 MG + METFORMIN 500 MG,GMP0119,MEDICINE,TULBROS FORMULATIONS,DIABETIC,STRIP,10 TAB,65,33
120,TAB,GLIMEPIRDE 1 MG +  PIOGLITAZONE 15  + METFORMIN HYDROCHLORIDE  500 MG SR ,GMP0120,MEDICINE,BAJAJ FORMULATION,DIABETIC,STRIP,10 TAB,84,22.5
121,TAB,GLIMEPIRIDE 0.5 + METFORMIN HYDROCLORIDE (SR) 500 MG,GMP0121,MEDICINE,SOUL HEALTHCARE,DIABETIC,STRIP,10 TAB,55,20.5
122,TAB,GLIMEPIRIDE 1 MG,GMP0122,MEDICINE,AGRON REDIMIX,DIABETIC,STRIP,10 TAB,37.84,11
123,TAB,GLIMEPIRIDE 1 MG + METFORMIN HYDROCHLORIDE 1000 MG ( PR ) ,GMP0123,MEDICINE,SOUL HEALTHCARE,DIABETIC,STRIP,10 TAB,115,35
124,TAB,GLIMEPIRIDE 1 MG + METFORMIN HYDROCHLORIDE 500 MG  ,GMP0124,MEDICINE,SOUL HEALTHCARE,DIABETIC,STRIP,10 TAB,44.8,23
125,TAB,GLIMEPIRIDE 1 MG + METFORMIN HYDROCHLORIDE 500 MG (PR),GMP0125,MEDICINE,SOUL HEALTHCARE,DIABETIC,STRIP,10 TAB,60,22.5
126,TAB,GLIMEPIRIDE 1 MG + METFORMIN HYDROCHLORIDE 500 MG (SR),GMP0126,MEDICINE,BAJAJ FORMULATION,DIABETIC,STRIP,10 TAB,60,23
127,TAB,GLIMEPIRIDE 2 MG  ,GMP0127,MEDICINE,AGRON REDIMIX,DIABETIC,STRIP,10 TAB,59.92,16
128,TAB,GLIMEPIRIDE 2 MG + METFORMIN HCL 500 MG (SR),GMP0128,MEDICINE,BAJAJ FORMULATION,DIABETIC,STRIP,10 TAB,95,27.5
129,TAB,GLIMEPIRIDE 2 MG + METFORMIN HYDROCHLORIDE 1000 MG (PR),GMP0129,MEDICINE,SOUL HEALTHCARE,DIABETIC,STRIP,10 TAB,115,39
130,TAB,GLIMEPIRIDE 2 MG + METFORMIN HYDROCHLORIDE 500 MG,GMP0130,MEDICINE,SOUL HEALTHCARE,DIABETIC,STRIP,10 TAB,50.4,27.5
131,TAB,GLIMEPIRIDE 2 MG + METFORMIN HYDROCHLORIDE 500 MG (PR),GMP0131,MEDICINE,SOUL HEALTHCARE,DIABETIC,STRIP,10 TAB,70,27.5
132,TAB,GLIMEPIRIDE 2 MG + PIOGLITAZONE  15 + METFORMIN HYDROCHLORIDE 500 MG (SR),GMP0132,MEDICINE,BAJAJ FORMULATION,DIABETIC,STRIP,10 TAB,141,27.5
133,TAB,GLIMEPIRIDE 3 MG,GMP0133,MEDICINE,SCOTT EDIL,DIABETIC,STRIP,10 TAB,80,24
134,TAB,GLIMEPIRIDE 3 MG + METFORMIN HYDROCHLORIDE 500 MG SR,GMP0134,MEDICINE,BAJAJ FORMULATION,DIABETIC,STRIP,10 TAB,52.5,40
135,TAB,GLIMEPIRIDE 4 MG,GMP0135,MEDICINE,SCOTT EDIL,DIABETIC,STRIP,10 TAB,100,32
136,TAB,GLIMEPIRIDE 4 MG + METFORMIN HYDROCHLORIDE 1000 MG PR,GMP0136,MEDICINE,LIFE MAX CANCER,DIABETIC,STRIP,10 TAB,130,66
137,TAB,GLIMEPRIDE 3 MG + METFORMIN  HYDROCHLORIDE 1000 MG ( PR),GMP0137,MEDICINE,LIFE MAX CANCER,DIABETIC,STRIP,10 TAB,120,54
138,TAB,GLIPIZIDE 5 MG + METFORMIN HYDROCHLORIDE 500 MG ,GMP0138,MEDICINE,LIFE MAX CANCER,DIABETIC,STRIP,10 TAB,12.2,10.5
139,TAB,GLUCOSAMINE SULPHATE POTASSIUM CHLORIDE 750 MG + METHYL SULFONYL METHANE 200 MG + DIACEREIN 50 MG,GMP0139,MEDICINE,MEDOX LIFESCIENCES,A TO Z,STRIP,10 TAB,295,98
140,TAB,HYDROCHLOROTHIAZIDE 12.5 MG,GMP0140,MEDICINE,TULBROS FORMULATIONS,CARDIAC,STRIP,10 TAB,10.5,10.5
141,CREAM,HYDROQUINONE 2% W/W + TRETINOIN 0.025% W/W + MOMETASONE FUROATE 0.1% W/W CREAM (G-SKIN GLOW SKIN CREAM),GMP0141,HEALTH CARE,MASCOT HEALTH SERIES,COUNTER,TUBE,15 GM,145,55
142,TAB,HYDROXYZINE 25 MG,GMP0142,MEDICINE,TULBROS FORMULATIONS,A TO Z,STRIP,10 TAB,52,23
143,TAB,IMMUN BOOSTER,GMP0143,MEDICINE,SUPRAVITZ,MULTIVITAMINE,STRIP,10 TAB,200,75
144,TAB,ISOSORBIDE MONONITRATE 10 MG ,GMP0144,MEDICINE,TULBROS FORMULATIONS,CARDIAC,STRIP,10 TAB,20.6,16.5
145,TAB,ISOSORBIDE MONONITRATE 20 MG ,GMP0145,MEDICINE,TULBROS FORMULATIONS,CARDIAC,STRIP,10 TAB,34.49,26.5
146,TAB,ISOSORBIDE MONONITRATE 30 MG PR ,GMP0146,MEDICINE,TULBROS FORMULATIONS,CARDIAC,STRIP,10 TAB,46,28.5
147,CAP,ITRACONAZOLE 100 MG ,GMP0147,MEDICINE,TULBROS FORMULATIONS,A TO Z,STRIP,4 CAP,180,44
148,CAP,ITRACONAZOLE 200 MG ,GMP0148,MEDICINE,TULBROS FORMULATIONS,A TO Z,STRIP,4 CAP,200,54.5
149,TAB,IVABRADINE HYDROCHLORIDE  5 MG ,GMP0149,MEDICINE,LIFE MAX CANCER,A TO Z,STRIP,10 TAB,163,113
150,SOAP,KETOCONAZOLE 1%W/W + ZINC PYRITHIONE (ZPTO) 1%W/W,GMP0150,MEDICINE,,,,,,
151,CREAM,KETOCONAZOLE 2.0% W/W CREAM,GMP0151,MEDICINE,LIFE VISION,A TO Z,TUBE,15 GM,70,28
152,SOAP,KETOCONAZOLE 2% W/W + CETRIMIDE 0.5% W/W,GMP0152,MEDICINE,,,,,,
153,TAB,LACOSAMIDE 100 MG,GMP0153,MEDICINE,LIFE MAX CANCER,A TO Z,STRIP,10 TAB,128,82
154,TAB,LACOSAMIDE 50 MG,GMP0154,MEDICINE,LIFE MAX CANCER,A TO Z,STRIP,10 TAB,90,43
155,TAB,LEVETIRACETAM  1000 MG PR,GMP0155,MEDICINE,LIFE MAX CANCER,A TO Z,STRIP,10 TAB,248,170
156,TAB,LEVETIRACETAM 250 MG,GMP0156,MEDICINE,LIFE MAX CANCER,A TO Z,STRIP,10 TAB,59.47,54.5
157,TAB,LEVETIRACETAM 500 MG,GMP0157,MEDICINE,LIFE MAX CANCER,A TO Z,STRIP,10 TAB,120,85
158,TAB,LEVETIRACETAM 750 MG,GMP0158,MEDICINE,LIFE MAX CANCER,A TO Z,STRIP,10 TB,183,139
159,TAB,LEVOCETIRIZINE 5 MG ,GMP0159,MEDICINE,TULBROS FORMULATIONS,A TO Z,STRIP,10 TAB,55,9.5
160,TAB,LEVOCETIRIZINE  5 MG + MONTELUKAST 10 MG ,GMP0160,MEDICINE,LIFE VISION,A TO Z,STRIP,10 TAB,129,35
161,LIQUID,LEVOSALBUTAMOL SULPHATE 1 MG + AMBROXOL HYDROCHLORIDE 30 MG + GUAIPHENESIN 50 MG ,GMP0161,MEDICINE,,,,,,
162,TAB,LISINOPRIL 5 MG + AMLODIPINE 5 MG,GMP0162,MEDICINE,LIFE MAX CANCER,A TO Z,STRIP,10 TAB,65,32.5
163,TAB,LOSARTAN 50 MG + AMLODIPINE 5 MG ,GMP0163,MEDICINE,SPECTRUM FORMULATION,CARDIAC,STRIP,10 TAB,72,27.5
164,TAB,LOSARTAN 50 MG + HYDROCHLOROTHIAZIDE 12.5 MG,GMP0164,MEDICINE,LIFE MAX CANCER,CARDIAC,STRIP,10 TAB,70,33.5
165,TAB,LOSARTAN POTASSIUM 25 MG,GMP0165,MEDICINE,AGRON REMEDIES,CARDIAC,STRIP,10 TAB,30.91,16
