03/22/2017 0:00,GMMH0208,PRAGATI SWAST AUSHADHI SEVA,SHOP NO.1 PROP 407  BASEMENT SHOP WARD NO.5 AMRAVATI PARATWADA ROAD CHANDURBAZAR AMRAVATI-444704,ar.tajne@gmail.com,8888550376,444704
03/27/2017 0:00,GMMH0212,DONDIACHA SWAST AUSHADHI SEVA,C.S.NO.316 S.NO.319/2 A SHOP NO.GF-9 FIRST FLOOR HANSKAMAL TOWER NEAR BUS STAND A/P DONDAICHA-425408 DIST-DHULE,anilr6047@gmail.com,9403639798,425408
03/29/2017 0:00,GMMH0213,AAKAR SWAST AUSHADHI SEVA,PROPERTY NO.120 121 122 123  SHOP NO.02  1ST FLOOR  HAUSAI  VADUJ-KARAD ROAD  VADUJ  TAL-KHATAV  DISTRICT-SATARA  MAHARASHTRA-415506,godserupesh09@gmail.com,8928288689,415506
03/29/2017 0:00,GMMH0214,PARBHANI SWAST AUSHADHI SEVA,SHOP NO.1 HOUSE NO.95 WARD NO.14 M.K.TOWER NEAR SPANDAN HOSPITAL SHIVAJI NAGAR VASMAT ROAD PARBHANI-431514,iamkailashvaidya@gmail.com,9765008802,431514
03/29/2017 0:00,GMMH0215,YAVATMAL SWAST AUSHADHI SEVA,SHOP NO.3 FIRST FLOOR WARD NO.21 QURESHI COMPLEX AMBEDKAR CHOWK PATIPURA YAVATMAL-445001,yogendra.telang@yahoo.in,9421886642,445001
03/30/2017 0:00,GMMH0216,NAVI MUMBAI SWAST AUSHADHI SEVA,SHOP NO.61 PANCHWATI PLAZA CHS SECTOR-5 NEAR GHANSOLI RAILWAY STATION GHANSOLI NAVI MUMBAI-400701,abhijitmsable@gmail.com,7722077506,400701
03/31/2017 0:00,GMMH0217,TALODA SWAST AUSHADHI SEVA,SHOP NO.G1 GOPICHAND PLAZA BUS STAND ROAD A/P TALODA TAL-TALODA DIST-NANDURBAR-425413,taloda22@gmail.com,9511641318,425413
04/11/2017 0:00,GMMH0218,SHREE DATTA SWAST AUSHADHI SEVA,TRIMBAK PATIL NAGAR WARD NO.12 JALANA ROAD DEULGAON RAJA-443204 DISTRICT-BULDHANA,rajeshzore_2@rediffmail.com,9975177372,443204
04/13/2017 0:00,GMMH0221,SAI BHAKTI JANSEVA SWAST AUSHADHI SEVA,SHOP NO.09(WEST SIDE) GR.FLR MILKAT NO.379 G.NO.464/5/1 AMAN PLAZA SAKUR SANGAMNER ROAD DIST-AHMEDNAGAR-422622,kadamvaishali140@gmail.com,9479684630,422622
04/17/2017 0:00,GMMH0223,SAISHAN SWAST AUSHADHI SEVA,SHOP NO.1 FROM SOUTH GROUND FLOOR VASANT TEKADI SHRIRAM CHOWK PIPELINE ROAD SAVEDI AHMEDNAGAR-414003,saishangenericmedical@gmail.com,7058388233,414003
04/18/2017 0:00,GMMH0224,BALAJINAGAR SWAST AUSHADHI SEVA,SHOP NO.4 GR FLOOR RAJGAD APARTMENT SRV NO.20 H.NO.5/2 BALAJINAGAR PUNE-411043,sanjay_kadu1999@rediffmail.com,7721958882,411043
04/20/2017 0:00,GMMH0231,ABHINAV SWAST AUSHADHI SEVA,GALA NO .2 S.S.NO.5133/K/1 MILKAT NO.ZAB2000282 BODAKENAGAR JUNNAR PUNE ZONE-4-410502,kharpude.sonali17@gmail.com,9096431656,410502
04/01/2017 0:00,GMMH0232,SUJAY SWAST AUSHADHI SEVA GENERIC MEDICINE STORE,SHOP NO.5 GROUND FLOOR  GP 84  SAGAR CORNER  B BLOCK  SAMBHAJI NAGAR  MIDC  CHINCHWAD  PUNE  TAL-CHINCHWAD  DISTRICT-PUNE-ZONE 3  MAHARASHTRA-411026,sujaymedical555@gmail.com,8624866633,411026
05/02/2017 0:00,GMMH0243,MAULI SWAST AUSHADHI SEVA,H.NO.1831 H/5 (NEW H.O.Z2W3000674) GRND FLOOR NAKODA COMPLEX PARYACHI ALI RATNAGIRI-415612,mahendramayekar08@gmail.com,9422391111,415612
05/08/2017 0:00,GMMH0245,MADHAVNAGAR SWAST AUSHADHI SEVA,PLOT NO.247/1/2/2 MANGALWAR PETH NEAR UNION BANK OPPOSITE DR.VISHWANATH PATIL MADHAVNAGAR SANGLI-416406,pritam9499@gmail.com,9420039499,416406
05/11/2017 0:00,GMMH0246,KAMAKSHA SWAST AUSHADHI SEVA,MIL NO.1495 SHOP NO.2 GROUND FLOOR MALWADI A/P KAREGAON TAL-SHIRUR DIST-PUNE-412220 MAHARASHTRA;,glory8055@gmail.com,8975177777,412220
05/11/2017 0:00,GMMH0247,WARUD SWAST AUSHADHI SEVA,SHOP NO.1 PROPERTY NO.225 PLOT NO.12 SURVEY NO.4/2 WARD NO.2 SHARDA COLONY NEAR SAYAR HOSPITAL MULTAI SQUARE A/P WARUD AMRAVATI-444906 (NEAR STATE BANK OF INDIA WARUD AMRAVATI-444906),ashishbhuyar2@gmail.com,8698200282,444906
05/16/2017 0:00,GMMH0249,AARAMBHA SWAST AUSHADHI (SEVA) GENERIC MEDICINE STORE OROS,1212/117 GROUND FLOOR KHADAPKAR BUILDING MUMBAI GOA HIGHWAY OROS BK DIST.SINDUDURG-416812,sawantenterprizes@rediffmail.com,9923272898,416812
05/21/2018 0:00,GMMH0251,JANSEVA WARUD SWAST AUSHADHI SEVA,SHOP NO.1 PROPERTY NO.49 PLOT NO.3 SURVAY NO.236/3 WARD NO.22 SAWATA CHOWK NEAR P.H.C WARUD AMRAVATI-444906,roshan.bhuyar@gmail.com,9823400188,444906
05/12/2017 0:00,GMMH0253,TULJAI SWAST AUSHADHI SEVA GENERIC MEDICINE STORE,SHOP NO. S-3 GRND FLOOR HOUSE NO.1641/5 GAT NO.39 SHEET NO.64A PLOT NO.12/3 JANAKI APARTMENT TAPADIA NAGAR JATHAR PETH ROAD AKOLA-444001,nimodiya.nishant0@gmail.com,7507990636,444001
08/05/2017 0:00,GMMH0289,SANCHIT SWAST AUSHADHI SEVA,SHOP NO.1 FIRST FLOOR PROP NO.1300226 PLOT NO.3 SHEET NO.29 NEAR RAILWAY STATION ACHALPUR AMRAVATI-444806,sanch5t@gmail.com,9595661148,444806
08/09/2017 0:00,GMMH0290,BHADRAWATI SWAST AUSHADHI SEVA,NEAR NAGAR PARISHAD COMPLEX MAIN ROAD BHADRAWATI-442902,riyazsheikh999@gmail.com,9975909287,442902
08/09/2017 0:00,GMMH0291,SAIDEEP SWAST AUSHADHI SEVA,SHANI CHOWK AASHTI TEHSIL-AASHTI DISTRICT-BEED-414203,navnathkekan4@gmail.com,9689529091,414203
08/09/2017 0:00,GMMH0292,SARITA SWAST AUSHADHI,SHOP NO.1 GRND FLOOR PROP NO.3/1 WARD NO.5 IN FRONT OF MAHARASHTRA FURNITURE MAIN ROAD TELHARA DISTRICT-AKOLA-444108,jitrathi@gmail.com,8275911807,444108
08/10/2017 0:00,GMMH0293,NAVBHARAT SWAST AUSHADHI SEVA,R.S.NO.473/1B 3B 3B12  SHOP NO.6  DHONDI KAKA COMPLEX  PLOT NO.15  MIRAJ ROAD  KUPWAD  TAL-MIRAJ  DISTRICT-SANGLI  MAHARASHTRA-416436,sheetalbhosale77@gmail.com,9763405270,416436
08/14/2017 0:00,GMMH0294,TUMSAR SWAST AUSHADHI SEVA,AT SHOP NO.1 HOUSE NO.118 GROUND FLOOR RAJENDRA NAGAR TUMSAR-441912,tumsarswast123@gmail.com,9403244497,441912
08/18/2017 0:00,GMMH0295,SAINATH SWAST AUSHADHI SEVA,SHOP NO.1 GR.FLR H.NO.5/1 W.NO.4 P.NO.10/1 SARKARI KARMCHARI SOC BLDG P.J.NEHRU MARG DHANTOLI NAGPUR-440012,poonamdixit100@gmail.com,9923212770,440012
08/18/2017 0:00,GMMH0296,SUPER SWAST AUSHADHI SEVA,SHOP NO.1   GR FLOOR  NEAR GAIKWAD HOSPITAL   B/H BUS STAND MAIN ROAD A/P NAMPUR TAL-SATANA DIST-NASHIK-423204,umakant084@gmail.com,9420607835,423204
08/21/2017 0:00,GMMH0297,SHREE SWAMI SAMARTHA SWAST AUSHADHI SEVA,SHOP NO.2 WESTSIDE BASEMENT MILKAT NO.738/9 S.NO.60/1A/1B DONGARE COMPLEX GAJANAN COLONY NAVNAGAPUR -AHMEDNAGAR-414001,amolpache2232@gmail.com,9689201186,414001
08/22/2017 0:00,GMMH0298,SHIV SWAST AUSHADHI SEVA,SHOP NO.1 HOUSE NO.11 GROUND FLOOR STATION ROAD OPPOSITE POST OFFICE TILAK WARD DEWADHI PO TUMSAR ROAD BHANDARA-441913,siddharthjrs@gmail.com,9405902614,441913
08/30/2017 0:00,GMMH0300,MALGAON SWAST AUSHADHI SEVA,C.S.NO.1344  NEAR GRAMPANCHAYAT  FROUNT OF MARUTI MANDIR  MALGAON  TAL-MIRAJ  DISTRICT-SANGLI 416407,malgaonsasgms2017@gmail.com,9637128936,416407
08/28/2017 0:00,GMMH0301,NIMBARTE SWAST AUSHADHI,HOUSE NO.2000 ROOM NO.1 WARD NO.4  A/P LAKHANI DISTRICT-BHANDARA-441804,monalivilas2009@gmail.com,9130137886,441904
08/30/2017 0:00,GMMH0303,DHUMAL SWAST AUSHADHI SEVA,SHIVAJI CHOWK BARSHI ROAD TAL-KALLAM DIST-OSMANABAD-413507,ramdhumal1881@gmail.com,9503596265,413507
08/30/2017 0:00,GMMH0305,SHREE SWAMI SAMARTH SWAST AUSHADHI SEVA,SHOP NO.11 GROUND FLOOR SURANA COMPLEX PLOT NO.9 GAT NO.336/1  NEAR BUS STAND KALWAN ROAD DEOLA TAL-DEOLA DIST-NASHIK-423102,gggbachhav1032@gmail.com,9561208162,423102
09/01/2017 0:00,GMMH0306,OSMANABAD SWAST AUSHADHI SEVA,NEAR KALA MARUTI CHOWK  OSMANABAD-413501,osdsas123@gmail.com,9860449372,413501
09/04/2017 0:00,GMMH0307,AAROHI SWAST AUSHADHI SEVA,MILKAT NO.523/4  GAT NO.1004/A  GALA NO.4  KHANDALA  TAL-KHANDALA  DISTRICT-SATARA  MAHARASHTRA-412802,suhasshendage007.ss@gmail.com,7875473146,412802
09/07/2017 0:00,GMMH0310,SANJEEVANI SWAST AUSHADHI SEVA,A/P BHALWANI DIST-AHMEDNAGAR TAL-PARNER-414103,sharadkakade85@gmail.com,9764021826,414103
05/29/2017 0:00,GMMH0254,AADHARSHA SWAST AUSHADHI SEVA,C/O J.P.MISHRA NEAR ASMITA VIDYA MANDIR PANNALAL NAGAR SHILANGAN ROAD AMRAVATI-444605,documentsgenericart@gmail.com,9156299635,444605
10/26/2017 0:00,GMMH0345,BADLAPUR SWAST AUSHADHI SEVA,SHOP NO.2 SAI LEELA APARTMENT KULGAON BADLAPUR-421503,badlapurswasta@gmail.com,9811190243,421503
10/27/2017 0:00,GMMH0350,AKSHAY SWAST AUSHADHI SEVA,SHOP NO.03 HOUSE NO.583 WARD NO.19 DARGA ROAD NEAR AAZAM CHOWK PARBHANI-431401,dipsanantwar123@gmail.com,9623151020,431401
10/10/2017 0:00,GMMH0351,ATHARVA SWAST AUSHADHI SEVA,C.S.NO.2909/1/B/3 HOUSE NO.1814A MAHALAXMI COMPLEX NEAR ST STAND SHOP NO.7 SANGOLA-413307,pravinjadhav318@gmail.com,9923236058,413307
10/30/2017 0:00,GMMH0352,YAMINI SWAST AUSHADHI SEVA,TP-49 PAIKI WEST SIDE AREA UPPER GF SHOP NO.01  NEAR OLD BUS STAND  NEW PLOT  AMALNER TAL-AMALNER DISTRICT-JALGAON MAHARASHTRA- 425401,jitu99pk@gmail.com,8806501651,425401
11/06/2017 0:00,GMMH0353,KADAMBARI (SWAST AUSHADHI SEVA) MEDICAL STORE,MILKAT NO.1931 GALA NO.4 MOMIN MARKET WATHAR STATION-415524 TAL-KOREGAON DISTRICT:-SATARA,tusharp224@gmail.com,7588639167,415524
11/09/2017 0:00,GMMH0355,DIGRAS SWAST AUSHADHI SEVA,SHOP NO.2 GROUND FLOOR NEW PROP NO.03000639 OLD PROP WARD NO.3 SHEET NO.10-C PLOT NO.2 VISHNU KAMAT NAGAR DIGRAS-445203 DIST-YAVATMAL,surajsapre459@gmail.com,9175522333,445203
11/10/2017 0:00,GMMH0356,PRABHUCHYAYA SWAST AUSHADHI SEVA,SHO NO.1 HOUSE NO.230 TUKUM WARD NO.1 NEAR S.T.WORK SHOP TADOBA ROAD NEAR DR.SAWARKAR HOSPITAL CHANDRAPUR-442401,shraddhamalusare91@gmail.com,8830776571,442401
11/15/2017 0:00,GMMH0358,SAILEELA SWAST AUSHADHI SEVA,SHOP NO.3 GROUND FLOOR S.NO.6/1 PART PARMAR SQUARE ZENSAR CHOWK KHARADI PUNE-411014,sunildarandale61@gmail.com,8285763237,411014
11/20/2017 0:00,GMMH0364,OM SWAST AUSHADHI SEVA,SHOP NO.6 GRND FLR PROP NO.821 B-9 SHEET NO.17-C PLOT NO.149 NEAR VITTHAL MANDIR OPPOSITE BHIRAD PETROL PUMP OLD CITY AKOLA-444001,shyam.poddar2611@gmail.com,9822060611,444001
11/20/2017 0:00,GMMH0367,BUTIBORI SWAST AUSHADHI SEVA,SHOP NO.38 GR.FLOOR H.NO.38 WARD NO.03 BORKUTE COMPLEX NEAR BUTIBORI POLICE STATION BUTIBORI-NAGPUR-HINGNA NAGPUR-441108,acpkrunalbhagat@gmail.com,8793580009,441108
11/21/2017 0:00,GMMH0371,SAIRAM (SURGICAL) SWAST AUSHADHI SEVA,GROUND FLOOR SH.NNO.2 PLOT NO.109 W.NO.20 H.NO.3146 NEAR RAMNA MAROTI MANDIR A/P NAGPUR-440009,sairamgenericart2017@gmail.com,8600303711,440009
11/22/2017 0:00,GMMH0372,DHANVANTARI SWAST AUSHADHI SEVA,SHOP NO.01 PLOT NO.6 CTS NO.17861 PROP NO.G0021006 SAHAJIVAN COLONY NEAR SAVARKAR CHOWK OPP WAMAN HARI PETHE JEWELLER SAMARTH NAGAR AURANGABAD-431001,dhanvantariswast@gmail.com,7040385388,431001
11/23/2017 0:00,GMMH0378,RUSHI SWAST AUSHADHI SEVA,SHOP NO.1 PROP NO.63 PLOT NO.3785 SHEET NO.51 WARD NO.68 SHIVNERI PRASAD  COLONY GOPAL NAGAR SQUARE AMRAVATI AMRAVATI-444607,sanjaynborode@gmail.com,9421830360,444607
11/27/2017 0:00,GMMH0380,SAI SWAST AUSHADHI SEVA,SHOP NO.2 HOUSE NO.1830 B/4 NEAR CHRISTANAND SQUARE SHESH NAGAR NEAR DR.LADOKAR HOSPITAL BRAHMPURI CHANDRAPUR-441206,coolharshu444hs@gmail.com,7774002222,441206
11/28/2017 0:00,GMMH0382,ISLAPUR SWAST AUSHADHI SEVA,SHOP NO.1 HOUSE NO.404 NEAR MAIN ROAD ISLAPUR -431803 NANDED,swapnilsgarde@gmail.com,9561399399,431803
11/29/2017 0:00,GMMH0384,MEDSMART SWAST AUSHADHI SEVA,PROP NO.W17000653 ROOM NO.1 KANNAMWAR NAGAR WARD NO.17 WADETTIWAR COMPLEX CHAMORSHI ROAD GADCHIROLI-442605,salotkarvallabha@gmail.com,9404131629,442605
11/30/2017 0:00,GMMH0387,SAKRI SWAST AUSHADHI SEVA,NAGARPANCHAYAT PROPERTY NO.11730 GALA NO.1 NEAR SANTOSHI MATA MANDIR VAJAR GALLI AT POST SAKRI-424304 DHULE,saradchaudhari12@gmail.com,9403700463,424304
10/26/2017 0:00,GMMH0346,SHRI HARI SWAST AUSHADHI SEVA,SHOP NO.1 PLOT NO.108 SHEET NO.19C MISHRA LINE NEAR PARTWADA POLICE STATION PARATWADA  ACHALPUR AMRAVATI-444805,ajay.agrawal98@gmail.com,9422156055,444805
10/26/2017 0:00,GMMH0347,VISHWADEEP SWAST AUSHADHI SEVA,BEHIND LIFE HOSPITAL RAM NAGAR N2 CIDCO AURANGABAD-413001,dipakbardapurkar@gmail.com,9823041305,413001
10/26/2017 0:00,GMMH0348,JAY GAGANGIRI SWAST AUSHADHI SEVA,SHOP NO.1 GROUND FLOOR C.S.NO.4547/2A/9 PLOT NO.10 M.NO.0636009713 SARGAM CHOWK COLLEGE ROAD PANDHARPUR-413304,sagarpujari1011@gmail.com,9657817009,413304
10/26/2017 0:00,GMMH0349,AADHAR SWAST AUSHADHI SEVA,MILKAT NO.2486 GROUND FLOOR SHOP SHIROL ARJUNWAD ROAD A/P SHIROL-416103 DIST-KOLHAPUR,sudhir3173@gmail.com,7057878036,416103
10/24/2017 0:00,GMMH0344,SANSKAR SWAST AUSHADHI SEVA,MILKAT NO.2138 FIRST FLOOR SHOP NO.2 BEED PARALI HIGHWAY SHIVAJI CHOWK  WADVANI TAL-WADWANI DIST-BEED-431122,hanumantbade123@gmail.com,9762368436,431122
10/24/2017 0:00,GMMH0343,GANESH SWAST AUSHADHI SEVA,GALA NO.2  VAISHNAVI JEWELLERS TASGAON KARAD ROAD PALUS SANGLI-416310,sunitakoli9413@gmail.com,8421630317,416310
10/18/2017 0:00,GMMH0340,CHAVAN SWAST AUSHADHI SEVA,KACHERI ROAD A/P SANGOLA TAL-SANGOLA DIST-SOLAPUR -413307,chavansitaramchavan@gmail.com,7756969886,
10/16/2017 0:00,GMMH0339,SHREE SWAST AUSHADHI SEVA,SHOP NO.1 GR.FLR SURVEY NO.7/2 PLOT NO.1 PROP NO.2756 WARD NO.A-7 OPP BARA JYOTIRLING MANDIR RANPISE NAGAR AKOLA-444001,ashokmrathi59@rediffmail.com,7020687679,444001
06/24/2016 0:00,GMMH0072,JANYOJANA SWAST AUSHADHI SEVA,MILKAT NO.1577 GROUND FLOOR GALA NO.1 AAI COMPLEX MAIN ROAD  UTTUR TAL-AAJRA DISTRICT-KOLHAPUR-416220,janyojana@gmail.com,9689677866,416220
06/01/2017 0:00,GMMH0256,O2 SWAST AUSHADHI SEVA,NEAR ST BUS STAND ALIBAUG DISTRICT-RAIGAD-402201,o2sas.alibag@gmail.com,9970396528,402201
06/13/2017 0:00,GMMH0259,SUHAS SWAST AUSHADHI SEVA,R.S.NO.870 A/3/B PLOT NO.20 GROUND FLOOR SHOP NO.01 & 02 E WARD TRIMBOLI NAGAR LINE BAZAR KASBA BAWADA KOLHAPUR-416006,sairajb5@yahoo.com,9762911008,416006
06/06/2017 0:00,GMMH0260,OM SAI SWAST AUSHADHI SEVA,CHINDRAKHED PHATA PIMPLEGAON-B TAL-NIPHAD DIST-NASHIK-422209,yogeshdhumal1988@gmail.com,9404687910,
06/08/2017 0:00,GMMH0261,MANGALMURTI GENERIC MEDICINE STORES,PROPERTY NO.1361  GALA NO.2  SATARA-PANDHARPUR ROAD  PUSEGAON  TAL-KHATAV  DISTRICT-SATARA  MAHARASHTRA-415502,jadhavabhi50@gmail.com,8600386131,415502
06/12/2017 0:00,GMMH0263,BHANDARI SWAST AUSHADHI SEVA,BARAVALI NIGHOJ  TAL-PARNER DIST-AHMEDNAGAR-414306,bhandari.akshay25@gmail.com,9960855552,414306
06/15/2017 0:00,GMMH0264,SHREE SADAGURU SWAST AUSHADHI SEVA,NEAR SANJAYNAGAR BUS STOP SANJEEVANI HOSPITAL SANGLI-416416,skoli1957@gmail.com,9421127085,416416
06/16/2017 0:00,GMMH0265,DATTANAGAR SWAST AUSHADHI SEVA,SHOP NO.1 S.NO.43/1/5A/1/16 GROUND FLOOR DATTANAGAR CHOWK AMBEGAON KHURD PUNE-411046,paragkudale6@gmail.com,9175901460,411046
06/19/2017 0:00,GMMH0266,JAI GAJANAN SWAST AUSHADHI SEVA,SHOP NO.1 AQUAMARINE SHOPPING ARCADE AMRUTDHAM PANCHAVATI NASHIK-422003,gavatenikhil@gmail.com,9960207779,422003
06/19/2017 0:00,GMMH0267,BADNERA SWAST AUSHADHI SEVA,SHOP NO.3 GROUND FLOOR PROP NO.385 SHEET NO.13D PLOT NO.18 WARD NO.75 NAVI VASTI JAISTAMBH CHOWK BOND BADNERA-444701,badneragenericmedical0267@gmail.com,9405456145,444701
06/23/2017 0:00,GMMH0270,SAIJYOT SWAST AUSHADHI,SHOP NO.4 AWANTI HEIGHTS 20/2 SOMESHWARWADI RANECL PASHAN PUNE-411008,sayalitambeshelke@gmail.com,8605564437,411008
06/23/2017 0:00,GMMH0271,GEETA RAJPUT  SWAST AUSHADHI SEVA,SHOP NO.G-7 KHOKARLA BHANDARA-441904,rajput.nandkishor@rediffmail.com,9028938756,441904
06/28/2017 0:00,GMMH0272,DHULE SWAST AUSHADHI SEVA,NEAR DATT MANDIR DHULE-424005,narendrap1636@gmail.com,9552889104,424005
07/11/2017 0:00,GMMH0276,HIRA SWAST AUSHADHI SEVA,SHIVAJI NAGAR BEHIND BUS STAND TAL-SATANA DIST-NASHIK-423301,yeola.rohit@gmail.com,9403150051,423301
07/11/2017 0:00,GMMH0277,SHIV SWAST AUSHADHI SEVA,GALA NO.3 BHAGYA VIJAY COMPLEX CHAR RASTA A/P- LONKHEDA TAL-SHAHADA DISTRCICT:-NANDURBAR-425409,bhushanraj.bj@gmail.com,9881943605,425409
07/12/2017 0:00,GMMH0278,BHANDARA SWAST AUSHADHI SEVA,RAJIV GANDHI CHOWK BHANDARA-441904,pritibhole86@gmail.com,9860470110,441904
07/14/2017 0:00,GMMH0279,DURGA SWAST AUSHADHI SEVA,SHOP NO.1 GR.FLR MIL NO.6/1794 LONKAR VASTI KESHAV NAGAR MONDHWA TAL-HAVELI PUNE-411036,indrajeetrmohite@gmail.com,8087994454,411036
07/14/2017 0:00,GMMH0280,PUSAD SWAST AUSHADHI SEVA,SHOP NO.1 PROP NO.112 WARD NO.11 SHEET NO.63 SHIVAJI CHOWK YAVATMAL ROAD PUSAD DISTRICT-YAVATMAL-445204,abhijeetpanpatte14@yahoo.com,9970697007,445204
07/17/2017 0:00,GMMH0281,YASHODEEP SWAST AUSHADHI SEVA,PENCIL SQUARE BHIGWAN ROAD BARAMATI -413102,vickysher@outlook.com,7350540319,413102
07/20/2017 0:00,GMMH0283,SANTAI SWAST AUSHADHI SEVA GENERIC MEDICINE STORES,SHOP NO.2  HOUSE NO.123/1  WARD NO.23  PRABHAVATI CHOWK  BEHIND SHANI MANDIR  SUBHASH ROAD  PARBHANI  TAL-PARBHANI  DISTRICT-PARBHANI-431401,umeshsontakke1989@gmail.com,8806951356,431401
07/25/2017 0:00,GMMH0284,SAVITRI SWAST AUSHADHI SEVA,A/P MALVAN TAL-MALVAN DISTRICT:-SINDHUDURG-416606,walkar.cc@gmail.com,9819309094,416606
07/29/2017 0:00,GMMH0285,GANGAKHED SWAST AUSHADHI SEVA,CHATE COMPLEX SBH BANK CORNER DOCTOR LINE GANGAKHED DISTRCT:-PARBHANI-431514,keshavd1962@gmail.com,9422175561,431514
08/02/2017 0:00,GMMH0287,KAMBLE SWAST AUSHADHI SEVA,SHOP NO.5 SHEET NO.10 CTS NO.18/2 BASEMENT FLOOR VYANKTESH EMPIRE ALLAPALLI ROAD BALLARPUR-442701,sharadjkamble143@gmail.com,9766860220,442701
08/03/2017 0:00,GMMH0288,THE SANS PHARMA SWAST AUSHADHI SEVA,SHOP NO.2 SAI NIWAS AMBEDKAR NAGAR KONDHWA BUDRUK TAL-HAVELI PUNE-411048,sanjana.raul21@gmail.com,8956322190,411048
05/13/2017 0:00,GMKA0005,J G SWAST AUSHADHI SEVA GENERIC MEDICINE STORE,R.S.NO.1741/3/1 SHOP NO.2 JIDDIMANI COMPLEX BESIDE  KRH SCHOOL A/P GHATPRABHA TAL-GOKAK BELGAVI-591306 KARNATAKA,sanjayterani@gmail.com,9986944984,591306
07/11/2017 0:00,GMKA0017,GURUKRUPA SWAST AUSHADHI SEVA,PROP NO.2109 GRND FLR SHOP NO.3 OPP GRAMPANCHAYAT  BESIDE SYNDICATE BANK  YAMKANMARDI TAL-HUKKERI DIST-BELGAVI-591256,13pramodghotane@gmail.com,7709930466,
08/24/2017 0:00,GMKA0024,SHREE SAI SWAST AUSHADHI SEVA,UPPER GROUND FLOOR DESHPANDE GALLI NEAR BUS STAND MUDALGI TAL-GOKAK DIST-BELGAUM,ashokgharabude99@gmail.com,9901714368,
11/14/2017 0:00,GMKA0030,ARUN SWAST AUSHADHI SEVA,GROUND FLOOR VPS NO.427/7/1 A  MAIN ROAD  RAJWADA CHOWK MANGASULI TAL-ATHANI DIST-BELGAUM KARNATAKA-591234,arunpatil815@gmail.com,8080159585,591234
05/01/2016 0:00,GMMH0036,SHRI DRONAGIRI SWAST AUSHADHI SEVA,SURVEY NO.374 CTS NO.5303 PLOT NO.59  JAY CHAMBERS (JAY CO OP HSG SOCITY) PANCHAVATI COLONY,dronagireegeneric@gmail.com,9890119890,416410
01/01/1900 0:00,GMMH0037,JANATA SWAST AUSHADHI SEVA,Shop No.1 Gurudatta Complex  Behind Kharedi-Vikri Sangh  Gokul Colony  College Road ,vikrantkadu@gmail.com,9096773555,413711
